Task_ID,Task_Type,Weather,Operator_Skill,Machine_Age_yrs,Estimated_Time_min,Actual_Time_min
T2295,Earth Excavation,Cloudy,Expert,4,63.6,66.3
T2296,Earth Excavation,Sunny,Expert,2,68.2,68.4
T2297,Earth Excavation,Rainy,Intermediate,3,64.1,71.6
T2298,Earth Excavation,Rainy,Intermediate,4,59.6,75.7
T2299,Earth Excavation,Sunny,Beginner,4,60.6,68.9
T2300,Trenching,Sunny,Expert,10,54.2,53.5
T2301,Grading,Cloudy,Expert,9,37.9,42.3
T2302,Material Loading,Sunny,Intermediate,10,38.1,51.3
T2303,Material Loading,Cloudy,Expert,6,33.4,37.5
T2304,Trenching,Windy,Intermediate,9,49.0,55.4
T2305,Demolition,Sunny,Beginner,4,90.5,102.3
T2306,Trenching,Rainy,Intermediate,9,40.4,54.2
T2307,Earth Excavation,Rainy,Intermediate,9,66.1,83.7
T2308,Material Loading,Sunny,Intermediate,6,29.8,36.9
T2309,Earth Excavation,Windy,Intermediate,5,58.2,69.0
T2310,Trenching,Windy,Intermediate,3,47.2,62.9
T2311,Material Loading,Sunny,Intermediate,5,35.6,40.5
T2312,Demolition,Rainy,Intermediate,3,86.4,108.8
T2313,Material Loading,Windy,Beginner,5,35.5,57.8
T2314,Grading,Windy,Intermediate,5,34.8,56.0
T2315,Demolition,Rainy,Intermediate,2,92.9,104.1
T2316,Earth Excavation,Rainy,Intermediate,9,66.2,81.7
T2317,Earth Excavation,Sunny,Expert,7,62.9,70.0
T2318,Trenching,Windy,Expert,6,48.1,52.7
T2319,Trenching,Sunny,Expert,5,46.3,45.1
T2320,Trenching,Rainy,Intermediate,4,47.8,68.1
T2321,Demolition,Sunny,Beginner,8,94.8,112.9
T2322,Grading,Sunny,Intermediate,2,33.2,36.4
T2323,Material Loading,Sunny,Intermediate,8,29.9,35.4
T2324,Trenching,Windy,Intermediate,1,48.5,60.4
T2325,Grading,Sunny,Beginner,10,40.6,55.4
T2326,Demolition,Rainy,Expert,1,93.1,106.4
T2327,Grading,Sunny,Beginner,3,34.5,49.5
T2328,Earth Excavation,Sunny,Expert,5,60.0,59.7
T2329,Material Loading,Sunny,Expert,6,30.0,28.1
T2330,Earth Excavation,Rainy,Intermediate,4,61.5,83.2
T2331,Earth Excavation,Sunny,Expert,7,64.2,60.3
T2332,Earth Excavation,Sunny,Intermediate,7,61.9,70.5
T2333,Material Loading,Sunny,Expert,2,35.7,33.4
T2334,Grading,Sunny,Intermediate,2,34.1,41.9
T2335,Earth Excavation,Windy,Expert,2,61.7,68.5
T2336,Trenching,Windy,Intermediate,2,43.4,49.1
T2337,Trenching,Sunny,Expert,9,47.5,49.2
T2338,Trenching,Rainy,Intermediate,5,47.2,62.6
T2339,Earth Excavation,Windy,Intermediate,8,61.5,74.3
T2340,Trenching,Sunny,Expert,5,47.8,45.1
T2341,Grading,Cloudy,Expert,5,38.8,42.4
T2342,Earth Excavation,Windy,Intermediate,1,63.8,78.6
T2343,Earth Excavation,Sunny,Intermediate,6,59.8,68.3
T2344,Trenching,Sunny,Intermediate,4,47.5,57.1
T2345,Demolition,Windy,Expert,3,91.3,91.7
T2346,Material Loading,Rainy,Expert,6,27.5,38.6
T2347,Material Loading,Sunny,Expert,2,27.6,18.4
T2348,Trenching,Sunny,Beginner,8,50.4,61.3
T2349,Material Loading,Sunny,Intermediate,1,26.4,31.2
T2350,Earth Excavation,Cloudy,Intermediate,9,64.3,77.9
T2351,Material Loading,Cloudy,Expert,8,27.6,34.4
T2352,Demolition,Windy,Beginner,1,90.2,106.1
T2353,Material Loading,Sunny,Expert,10,28.8,33.5
T2354,Demolition,Rainy,Intermediate,9,92.7,108.7
T2355,Grading,Rainy,Intermediate,2,34.7,44.9
T2356,Earth Excavation,Sunny,Intermediate,3,61.9,75.0
T2357,Demolition,Sunny,Intermediate,2,90.2,100.6
T2358,Earth Excavation,Windy,Intermediate,8,60.3,67.7
T2359,Material Loading,Cloudy,Beginner,2,27.3,34.7
T2360,Earth Excavation,Rainy,Intermediate,10,60.2,80.5
T2361,Earth Excavation,Rainy,Expert,2,61.6,75.0
T2362,Trenching,Sunny,Beginner,1,46.0,51.8
T2363,Trenching,Rainy,Intermediate,7,50.5,59.1
T2364,Material Loading,Cloudy,Intermediate,2,29.5,36.8
T2365,Material Loading,Rainy,Intermediate,10,29.8,48.3
T2366,Earth Excavation,Windy,Expert,5,61.6,70.5
T2367,Earth Excavation,Rainy,Intermediate,5,62.5,73.7
T2368,Material Loading,Sunny,Expert,3,28.0,31.1
T2369,Trenching,Cloudy,Intermediate,3,43.3,43.2
T2370,Grading,Sunny,Beginner,3,37.9,50.7
T2371,Material Loading,Sunny,Intermediate,6,33.3,33.2
T2372,Grading,Sunny,Intermediate,4,40.4,47.6
T2373,Grading,Sunny,Intermediate,3,41.7,46.1
T2374,Trenching,Cloudy,Expert,2,41.5,45.1
T2375,Material Loading,Rainy,Intermediate,3,30.2,54.3
T2376,Earth Excavation,Cloudy,Intermediate,4,62.4,69.2
T2377,Trenching,Rainy,Intermediate,6,49.1,64.6
T2378,Grading,Sunny,Intermediate,4,40.0,42.1
T2379,Trenching,Cloudy,Intermediate,8,51.2,62.6
T2380,Grading,Sunny,Intermediate,3,39.9,45.7
T2381,Grading,Sunny,Intermediate,3,36.7,47.3
T2382,Demolition,Rainy,Intermediate,3,89.6,100.8
T2383,Demolition,Sunny,Intermediate,8,99.8,100.1
T2384,Trenching,Sunny,Expert,4,47.5,41.1
T2385,Trenching,Cloudy,Intermediate,1,44.8,50.6
T2386,Material Loading,Rainy,Intermediate,2,27.8,48.9
T2387,Trenching,Sunny,Expert,10,50.5,50.7
T2388,Material Loading,Windy,Intermediate,2,34.0,53.9
T2389,Grading,Rainy,Intermediate,3,35.0,47.4
T2390,Grading,Cloudy,Beginner,6,37.6,56.4
T2391,Trenching,Sunny,Intermediate,8,49.7,56.7
T2392,Earth Excavation,Rainy,Beginner,1,61.9,83.9
T2393,Trenching,Cloudy,Expert,9,48.7,52.7
T2394,Earth Excavation,Rainy,Expert,1,59.3,62.8
T2395,Demolition,Cloudy,Expert,10,93.5,99.6
T2396,Trenching,Sunny,Expert,2,42.7,44.2
T2397,Earth Excavation,Sunny,Intermediate,3,59.2,59.6
T2398,Earth Excavation,Rainy,Intermediate,7,61.1,78.1
T2399,Material Loading,Sunny,Expert,9,29.9,33.2
T2400,Material Loading,Cloudy,Expert,3,34.5,30.0
T2401,Trenching,Sunny,Intermediate,8,50.1,51.9
T2402,Earth Excavation,Windy,Expert,9,64.9,74.5
T2403,Trenching,Windy,Intermediate,10,53.9,66.2
T2404,Trenching,Sunny,Intermediate,7,50.7,46.9
T2405,Material Loading,Sunny,Intermediate,4,29.6,28.2
T2406,Material Loading,Windy,Intermediate,4,35.5,45.6
T2407,Trenching,Windy,Beginner,4,49.9,67.6
T2408,Earth Excavation,Sunny,Intermediate,6,59.6,62.7
T2409,Demolition,Sunny,Intermediate,4,94.7,101.0
T2410,Trenching,Rainy,Intermediate,5,46.1,53.6
T2411,Grading,Cloudy,Intermediate,9,42.5,53.3
T2412,Earth Excavation,Sunny,Expert,7,62.5,64.0
T2413,Material Loading,Cloudy,Intermediate,8,32.4,44.3
T2414,Earth Excavation,Sunny,Intermediate,5,61.2,60.3
T2415,Material Loading,Sunny,Beginner,5,29.6,34.2
T2416,Demolition,Sunny,Beginner,7,89.1,105.2
T2417,Trenching,Sunny,Expert,8,41.5,41.4
T2418,Earth Excavation,Sunny,Intermediate,9,61.3,62.5
T2419,Earth Excavation,Rainy,Expert,2,68.9,78.9
T2420,Trenching,Sunny,Beginner,3,47.9,64.6
T2421,Earth Excavation,Sunny,Intermediate,2,66.6,70.5
T2422,Earth Excavation,Sunny,Intermediate,10,64.0,75.1
T2423,Grading,Windy,Intermediate,7,37.1,53.2
T2424,Trenching,Sunny,Beginner,2,51.1,71.0
T2425,Trenching,Sunny,Beginner,2,47.1,59.2
T2426,Demolition,Rainy,Intermediate,2,88.1,93.1
T2427,Earth Excavation,Windy,Beginner,4,63.9,83.1
T2428,Demolition,Sunny,Expert,1,94.3,88.6
T2429,Trenching,Cloudy,Intermediate,2,41.7,53.3
T2430,Demolition,Cloudy,Beginner,3,92.9,99.6
T2431,Material Loading,Rainy,Intermediate,7,29.4,56.6
T2432,Grading,Sunny,Intermediate,10,43.6,46.0
T2433,Demolition,Cloudy,Beginner,1,91.2,109.3
T2434,Trenching,Sunny,Expert,6,49.9,48.1
T2435,Demolition,Rainy,Expert,3,90.8,101.7
T2436,Trenching,Cloudy,Intermediate,3,41.2,46.2
T2437,Trenching,Sunny,Intermediate,4,45.7,43.6
T2438,Trenching,Cloudy,Beginner,4,49.8,67.4
T2439,Material Loading,Sunny,Intermediate,7,39.5,49.1
T2440,Earth Excavation,Cloudy,Intermediate,3,62.3,63.6
T2441,Material Loading,Rainy,Intermediate,8,31.9,51.1
T2442,Material Loading,Sunny,Intermediate,8,35.6,35.8
T2443,Grading,Sunny,Intermediate,7,41.0,44.4
T2444,Grading,Windy,Intermediate,2,36.4,43.2
T2445,Trenching,Sunny,Intermediate,5,47.7,52.8
T2446,Trenching,Sunny,Intermediate,6,48.6,58.8
T2447,Earth Excavation,Sunny,Intermediate,10,65.1,73.2
T2448,Earth Excavation,Rainy,Expert,4,62.9,74.3
T2449,Earth Excavation,Rainy,Beginner,10,70.5,81.1
T2450,Trenching,Sunny,Expert,5,41.4,43.9
T2451,Earth Excavation,Sunny,Intermediate,9,63.8,72.2
T2452,Demolition,Sunny,Beginner,7,90.7,107.1
T2453,Material Loading,Sunny,Intermediate,2,34.5,41.0
T2454,Trenching,Sunny,Intermediate,1,45.1,53.7
T2455,Material Loading,Cloudy,Expert,2,32.7,34.4
T2456,Earth Excavation,Sunny,Beginner,3,65.8,81.0
T2457,Trenching,Sunny,Intermediate,2,42.8,41.9
T2458,Material Loading,Sunny,Intermediate,3,29.9,26.3
T2459,Material Loading,Windy,Expert,10,39.0,46.0
T2460,Trenching,Windy,Intermediate,9,46.1,64.7
T2461,Demolition,Cloudy,Expert,4,90.5,97.2
T2462,Demolition,Sunny,Expert,9,89.7,95.1
T2463,Material Loading,Sunny,Intermediate,3,35.6,31.7
T2464,Material Loading,Sunny,Expert,1,28.8,20.4
T2465,Material Loading,Sunny,Expert,5,33.6,35.8
T2466,Earth Excavation,Rainy,Intermediate,10,67.0,77.8
T2467,Trenching,Cloudy,Intermediate,10,47.6,58.5
T2468,Earth Excavation,Cloudy,Intermediate,2,55.3,63.9
T2469,Material Loading,Cloudy,Intermediate,4,31.3,40.9
T2470,Material Loading,Sunny,Beginner,2,30.3,47.8
T2471,Earth Excavation,Cloudy,Intermediate,2,60.8,68.4
T2472,Demolition,Sunny,Intermediate,3,91.3,96.4
T2473,Demolition,Sunny,Intermediate,5,91.0,98.4
T2474,Grading,Cloudy,Intermediate,4,35.4,48.0
T2475,Material Loading,Sunny,Expert,2,31.9,36.4
T2476,Demolition,Sunny,Expert,10,92.5,89.6
T2477,Earth Excavation,Sunny,Beginner,2,60.7,76.4
T2478,Grading,Cloudy,Intermediate,6,36.3,47.4
T2479,Earth Excavation,Cloudy,Intermediate,7,64.4,74.8
T2480,Grading,Sunny,Expert,10,43.3,42.6
T2481,Earth Excavation,Cloudy,Beginner,6,66.4,83.9
T2482,Demolition,Sunny,Intermediate,7,97.4,109.7
T2483,Demolition,Sunny,Expert,1,89.5,86.5
T2484,Earth Excavation,Cloudy,Expert,6,62.2,68.4
T2485,Material Loading,Cloudy,Expert,3,27.7,30.1
T2486,Demolition,Windy,Expert,1,89.5,97.5
T2487,Material Loading,Sunny,Beginner,8,33.1,50.8
T2488,Demolition,Cloudy,Intermediate,4,90.1,96.0
T2489,Material Loading,Rainy,Intermediate,10,33.1,45.9
T2490,Trenching,Windy,Intermediate,8,43.9,54.9
T2491,Trenching,Sunny,Expert,10,46.0,42.0
T2492,Earth Excavation,Cloudy,Beginner,4,62.1,80.2
T2493,Grading,Rainy,Intermediate,4,37.2,53.4
T2494,Trenching,Sunny,Expert,10,51.4,54.4
T2495,Material Loading,Rainy,Intermediate,4,31.2,43.9
T2496,Material Loading,Sunny,Expert,6,33.0,27.4
T2497,Material Loading,Rainy,Expert,9,38.3,45.2
T2498,Demolition,Windy,Intermediate,5,92.3,107.4
T2499,Demolition,Rainy,Intermediate,10,93.1,110.4
T2500,Trenching,Cloudy,Intermediate,8,45.4,53.4
T2501,Grading,Rainy,Intermediate,8,41.4,61.8
T2502,Grading,Sunny,Intermediate,4,31.9,33.9
T2503,Material Loading,Sunny,Intermediate,10,32.5,40.5
T2504,Demolition,Rainy,Expert,9,95.8,103.7
T2505,Earth Excavation,Sunny,Intermediate,9,58.8,66.1
T2506,Earth Excavation,Sunny,Expert,5,60.7,64.1
T2507,Demolition,Rainy,Beginner,6,93.4,129.8
T2508,Trenching,Sunny,Intermediate,5,46.3,51.3
T2509,Grading,Sunny,Expert,3,33.6,34.5
T2510,Demolition,Rainy,Intermediate,8,92.2,114.2
T2511,Earth Excavation,Sunny,Intermediate,9,67.0,76.2
T2512,Demolition,Windy,Intermediate,4,97.5,112.3
T2513,Trenching,Cloudy,Expert,9,49.9,55.7
T2514,Material Loading,Cloudy,Intermediate,9,28.5,41.4
T2515,Material Loading,Sunny,Intermediate,7,35.2,36.6
T2516,Demolition,Cloudy,Intermediate,8,92.8,98.9
T2517,Earth Excavation,Cloudy,Expert,3,58.2,62.3
T2518,Material Loading,Cloudy,Expert,5,30.1,33.3
T2519,Grading,Sunny,Intermediate,3,34.2,35.7
T2520,Grading,Cloudy,Expert,7,34.3,39.0
T2521,Grading,Cloudy,Intermediate,6,37.8,47.9
T2522,Earth Excavation,Rainy,Intermediate,3,67.0,83.0
T2523,Trenching,Cloudy,Intermediate,9,46.2,57.9
T2524,Trenching,Rainy,Intermediate,1,50.9,59.8
T2525,Grading,Rainy,Intermediate,10,40.6,68.6
T2526,Earth Excavation,Sunny,Beginner,3,61.2,72.6
T2527,Earth Excavation,Cloudy,Intermediate,10,64.0,72.0
T2528,Demolition,Sunny,Expert,7,91.1,96.9
T2529,Earth Excavation,Sunny,Intermediate,3,62.4,64.1
T2530,Demolition,Sunny,Intermediate,3,93.1,93.5
T2531,Material Loading,Rainy,Expert,2,23.7,39.5
T2532,Grading,Sunny,Beginner,9,47.1,63.9
T2533,Trenching,Cloudy,Intermediate,4,41.6,42.2
T2534,Earth Excavation,Cloudy,Expert,10,63.4,69.9
T2535,Grading,Sunny,Intermediate,6,30.3,36.3
T2536,Grading,Sunny,Intermediate,2,35.2,41.7
T2537,Grading,Sunny,Beginner,9,38.1,45.9
T2538,Earth Excavation,Cloudy,Expert,7,62.0,69.1
T2539,Grading,Rainy,Intermediate,10,40.9,53.8
T2540,Grading,Rainy,Expert,5,36.8,48.6
T2541,Material Loading,Sunny,Intermediate,7,35.1,35.4
T2542,Grading,Cloudy,Intermediate,4,33.3,42.3
T2543,Grading,Cloudy,Expert,10,40.2,49.8
T2544,Material Loading,Cloudy,Intermediate,7,31.6,43.7
T2545,Earth Excavation,Rainy,Intermediate,2,59.9,81.9
T2546,Material Loading,Sunny,Intermediate,7,34.3,42.8
T2547,Earth Excavation,Sunny,Expert,4,60.5,65.1
T2548,Trenching,Sunny,Intermediate,4,46.7,54.0
T2549,Trenching,Sunny,Intermediate,1,42.0,43.4
T2550,Earth Excavation,Sunny,Beginner,3,64.8,67.3
T2551,Trenching,Sunny,Expert,5,49.7,49.4
T2552,Earth Excavation,Sunny,Beginner,5,62.8,74.8
T2553,Grading,Windy,Intermediate,2,35.3,44.4
T2554,Demolition,Rainy,Intermediate,4,91.7,106.9
T2555,Earth Excavation,Cloudy,Intermediate,1,63.7,71.0
T2556,Demolition,Cloudy,Intermediate,9,96.5,108.6
T2557,Material Loading,Sunny,Beginner,1,33.8,49.9
T2558,Trenching,Cloudy,Intermediate,6,47.0,52.2
T2559,Earth Excavation,Sunny,Expert,7,65.0,70.9
T2560,Material Loading,Cloudy,Expert,3,35.1,37.2
T2561,Grading,Sunny,Intermediate,1,32.7,35.1
T2562,Grading,Windy,Expert,7,35.5,45.3
T2563,Earth Excavation,Sunny,Intermediate,3,62.3,68.5
T2564,Earth Excavation,Sunny,Expert,10,61.3,67.4
T2565,Trenching,Windy,Intermediate,6,42.6,48.3
T2566,Trenching,Sunny,Intermediate,6,51.5,57.4
T2567,Earth Excavation,Cloudy,Expert,4,66.0,67.0
T2568,Trenching,Cloudy,Expert,6,44.5,47.6
T2569,Grading,Cloudy,Intermediate,10,35.7,41.9
T2570,Demolition,Windy,Intermediate,4,90.0,101.1
T2571,Trenching,Windy,Intermediate,8,52.8,66.0
T2572,Demolition,Sunny,Intermediate,9,93.3,101.0
T2573,Trenching,Cloudy,Intermediate,2,46.3,52.9
T2574,Material Loading,Cloudy,Intermediate,7,34.5,44.4
T2575,Earth Excavation,Cloudy,Expert,9,65.0,65.8
T2576,Material Loading,Sunny,Beginner,9,39.0,57.7
T2577,Demolition,Cloudy,Intermediate,5,90.3,99.2
T2578,Material Loading,Windy,Intermediate,1,30.2,51.2
T2579,Trenching,Windy,Intermediate,6,48.7,68.2
T2580,Material Loading,Sunny,Beginner,8,33.9,50.8
T2581,Earth Excavation,Sunny,Intermediate,1,56.8,67.1
T2582,Demolition,Sunny,Expert,2,86.6,83.9
T2583,Material Loading,Cloudy,Expert,1,26.0,24.9
T2584,Trenching,Cloudy,Intermediate,5,49.7,58.7
T2585,Material Loading,Rainy,Intermediate,2,28.5,34.1
T2586,Material Loading,Sunny,Intermediate,10,36.4,41.1
T2587,Earth Excavation,Sunny,Expert,10,65.3,60.3
T2588,Grading,Rainy,Expert,4,34.1,46.3
T2589,Earth Excavation,Windy,Intermediate,1,57.7,69.4
T2590,Grading,Cloudy,Intermediate,7,38.9,44.9
T2591,Grading,Sunny,Expert,8,39.2,48.7
T2592,Grading,Rainy,Beginner,5,39.0,59.7
T2593,Material Loading,Sunny,Intermediate,2,29.6,40.5
T2594,Material Loading,Windy,Expert,8,31.5,39.0
T2595,Earth Excavation,Sunny,Expert,1,60.8,55.7
T2596,Grading,Rainy,Intermediate,7,42.8,50.7
T2597,Earth Excavation,Sunny,Intermediate,1,54.9,64.3
T2598,Material Loading,Cloudy,Intermediate,6,30.6,39.1
T2599,Trenching,Cloudy,Intermediate,6,49.8,59.7
T2600,Earth Excavation,Cloudy,Intermediate,5,63.1,77.9
T2601,Material Loading,Sunny,Intermediate,2,32.8,41.4
T2602,Earth Excavation,Sunny,Expert,2,59.7,58.0
T2603,Grading,Sunny,Expert,9,34.7,38.6
T2604,Trenching,Cloudy,Intermediate,5,52.5,56.3
T2605,Earth Excavation,Sunny,Intermediate,5,65.8,69.9
T2606,Material Loading,Rainy,Intermediate,7,33.4,53.2
T2607,Earth Excavation,Cloudy,Intermediate,6,60.5,69.8
T2608,Earth Excavation,Windy,Intermediate,2,59.5,65.7
T2609,Grading,Sunny,Intermediate,1,36.2,38.8
T2610,Earth Excavation,Rainy,Expert,5,61.7,78.8
T2611,Grading,Sunny,Intermediate,4,37.0,40.2
T2612,Earth Excavation,Cloudy,Expert,3,66.3,64.9
T2613,Earth Excavation,Cloudy,Expert,2,63.8,63.0
T2614,Grading,Sunny,Beginner,10,36.5,62.7
T2615,Trenching,Sunny,Intermediate,2,46.2,59.2
T2616,Earth Excavation,Cloudy,Expert,4,60.4,54.7
T2617,Trenching,Cloudy,Expert,2,46.9,42.9
T2618,Earth Excavation,Sunny,Beginner,4,61.8,73.7
T2619,Grading,Rainy,Beginner,3,45.4,70.8
T2620,Trenching,Sunny,Intermediate,9,50.8,52.5
T2621,Grading,Sunny,Expert,7,38.1,37.0
T2622,Demolition,Windy,Intermediate,3,97.0,112.0
T2623,Trenching,Cloudy,Intermediate,8,49.6,55.4
T2624,Demolition,Cloudy,Expert,9,89.9,93.2
T2625,Trenching,Sunny,Beginner,7,48.1,72.2
T2626,Demolition,Cloudy,Intermediate,6,94.8,100.5
T2627,Earth Excavation,Sunny,Intermediate,4,63.5,68.3
T2628,Grading,Sunny,Expert,5,40.5,43.2
T2629,Material Loading,Rainy,Intermediate,8,34.5,49.1
T2630,Trenching,Sunny,Intermediate,3,46.7,50.0
T2631,Material Loading,Cloudy,Intermediate,2,26.8,33.0
T2632,Grading,Rainy,Intermediate,3,41.1,54.4
T2633,Earth Excavation,Sunny,Beginner,7,62.6,71.2
T2634,Earth Excavation,Sunny,Intermediate,8,61.1,74.8
T2635,Grading,Sunny,Intermediate,1,43.4,50.5
T2636,Material Loading,Sunny,Expert,7,38.5,42.5
T2637,Demolition,Rainy,Expert,9,93.2,110.3
T2638,Grading,Cloudy,Intermediate,3,30.9,45.4
T2639,Demolition,Sunny,Intermediate,3,89.3,99.6
T2640,Grading,Sunny,Intermediate,8,43.7,43.2
T2641,Trenching,Rainy,Expert,4,47.5,53.0
T2642,Earth Excavation,Cloudy,Intermediate,8,60.0,68.3
T2643,Grading,Sunny,Intermediate,5,39.9,47.9
T2644,Material Loading,Sunny,Intermediate,3,30.9,40.0
T2645,Earth Excavation,Rainy,Intermediate,4,60.1,79.6
T2646,Trenching,Sunny,Intermediate,4,45.3,55.7
T2647,Demolition,Sunny,Intermediate,8,97.9,101.1
T2648,Material Loading,Cloudy,Beginner,6,34.6,48.0
T2649,Trenching,Rainy,Expert,7,44.0,57.8
T2650,Trenching,Rainy,Intermediate,9,50.6,75.9
T2651,Earth Excavation,Cloudy,Intermediate,6,63.3,73.5
T2652,Trenching,Cloudy,Intermediate,3,45.2,49.2
T2653,Trenching,Sunny,Intermediate,3,45.4,47.9
T2654,Earth Excavation,Sunny,Intermediate,3,58.9,61.2
T2655,Grading,Sunny,Intermediate,10,38.0,41.6
T2656,Trenching,Sunny,Intermediate,2,46.9,53.9
T2657,Grading,Cloudy,Intermediate,1,34.7,47.9
T2658,Demolition,Cloudy,Intermediate,10,96.6,105.9
T2659,Earth Excavation,Windy,Intermediate,1,58.1,64.0
T2660,Material Loading,Rainy,Expert,4,34.1,42.4
T2661,Material Loading,Sunny,Intermediate,3,35.4,37.9
T2662,Demolition,Sunny,Intermediate,5,92.5,95.9
T2663,Earth Excavation,Cloudy,Beginner,9,66.1,77.5
T2664,Material Loading,Rainy,Intermediate,8,35.7,59.2
T2665,Material Loading,Rainy,Intermediate,9,33.0,51.0
T2666,Trenching,Cloudy,Intermediate,5,49.2,59.6
T2667,Earth Excavation,Cloudy,Expert,8,57.2,58.5
T2668,Material Loading,Cloudy,Intermediate,4,24.0,32.0
T2669,Grading,Sunny,Intermediate,5,36.5,44.3
T2670,Trenching,Cloudy,Expert,3,48.4,55.6
T2671,Material Loading,Cloudy,Expert,5,32.2,31.6
T2672,Trenching,Sunny,Beginner,3,48.7,58.6
T2673,Grading,Cloudy,Intermediate,5,33.9,39.8
T2674,Earth Excavation,Sunny,Intermediate,5,65.1,72.0
T2675,Demolition,Windy,Beginner,6,97.9,123.0
T2676,Trenching,Sunny,Intermediate,9,47.4,53.4
T2677,Trenching,Rainy,Beginner,1,47.8,60.3
T2678,Earth Excavation,Sunny,Expert,10,65.1,62.8
T2679,Earth Excavation,Cloudy,Intermediate,6,64.3,73.9
T2680,Material Loading,Sunny,Beginner,1,35.4,51.6
T2681,Earth Excavation,Sunny,Beginner,6,64.0,72.2
T2682,Grading,Rainy,Expert,2,38.3,44.0
T2683,Earth Excavation,Windy,Intermediate,8,60.2,79.9
T2684,Trenching,Sunny,Intermediate,3,48.7,55.6
T2685,Trenching,Sunny,Intermediate,10,54.8,67.6
T2686,Earth Excavation,Cloudy,Intermediate,6,60.2,72.1
T2687,Earth Excavation,Rainy,Intermediate,6,62.0,79.2
T2688,Trenching,Windy,Beginner,4,49.1,69.6
T2689,Material Loading,Sunny,Intermediate,5,33.8,43.3
T2690,Trenching,Cloudy,Intermediate,2,41.9,49.0
T2691,Material Loading,Sunny,Intermediate,10,35.5,39.1
T2692,Material Loading,Sunny,Intermediate,10,34.0,39.5
T2693,Earth Excavation,Cloudy,Intermediate,8,61.1,77.4
T2694,Material Loading,Rainy,Beginner,10,39.1,63.5
T2695,Demolition,Cloudy,Intermediate,7,93.5,103.5
T2696,Material Loading,Sunny,Intermediate,10,37.9,51.1
T2697,Material Loading,Sunny,Expert,6,29.5,39.6
T2698,Trenching,Sunny,Intermediate,7,50.3,58.9
T2699,Grading,Windy,Intermediate,1,38.7,48.7
T2700,Grading,Sunny,Intermediate,5,36.8,43.6
T2701,Material Loading,Sunny,Expert,7,32.0,37.1
T2702,Demolition,Sunny,Expert,1,86.6,76.3
T2703,Earth Excavation,Rainy,Intermediate,2,58.4,74.9
T2704,Earth Excavation,Sunny,Intermediate,9,63.1,71.0
T2705,Grading,Windy,Intermediate,3,33.6,42.1
T2706,Grading,Sunny,Intermediate,6,35.7,43.4
T2707,Earth Excavation,Windy,Expert,7,64.0,69.9
T2708,Earth Excavation,Sunny,Intermediate,9,65.3,74.6
T2709,Earth Excavation,Cloudy,Beginner,5,65.8,77.8
T2710,Trenching,Windy,Expert,4,44.7,51.8
T2711,Grading,Sunny,Expert,2,36.1,31.4
T2712,Material Loading,Windy,Intermediate,3,30.2,39.3
T2713,Trenching,Rainy,Intermediate,5,46.0,62.8
T2714,Trenching,Windy,Intermediate,2,45.1,64.5
T2715,Earth Excavation,Cloudy,Expert,4,61.4,62.7
T2716,Trenching,Sunny,Expert,1,46.3,43.3
T2717,Material Loading,Sunny,Intermediate,4,31.0,36.9
T2718,Demolition,Sunny,Intermediate,7,97.2,103.7
T2719,Grading,Sunny,Expert,3,31.4,30.7
T2720,Earth Excavation,Sunny,Intermediate,10,68.2,73.3
T2721,Demolition,Sunny,Intermediate,8,92.9,93.3
T2722,Grading,Sunny,Expert,6,37.4,39.8
T2723,Grading,Cloudy,Intermediate,6,38.0,45.1
T2724,Trenching,Sunny,Intermediate,1,47.6,54.0
T2725,Trenching,Sunny,Expert,5,44.9,46.1
T2726,Trenching,Cloudy,Expert,3,44.5,45.5
T2727,Earth Excavation,Sunny,Intermediate,10,66.5,73.6
T2728,Earth Excavation,Sunny,Intermediate,1,55.4,62.6
T2729,Earth Excavation,Sunny,Intermediate,8,63.9,72.2
T2730,Material Loading,Windy,Intermediate,7,31.1,47.4
T2731,Grading,Cloudy,Intermediate,7,35.5,50.9
T2732,Material Loading,Sunny,Expert,10,30.1,31.7
T2733,Earth Excavation,Cloudy,Intermediate,10,67.3,77.2
T2734,Demolition,Rainy,Intermediate,10,95.5,107.4
T2735,Demolition,Cloudy,Intermediate,4,90.0,98.6
T2736,Grading,Cloudy,Expert,6,37.5,46.6
T2737,Demolition,Rainy,Intermediate,9,91.2,111.4
T2738,Material Loading,Sunny,Beginner,3,29.9,46.0
T2739,Demolition,Sunny,Beginner,9,93.9,105.7
T2740,Earth Excavation,Rainy,Intermediate,4,62.2,82.2
T2741,Trenching,Windy,Intermediate,5,48.7,55.2
T2742,Earth Excavation,Rainy,Intermediate,7,58.1,76.0
T2743,Earth Excavation,Cloudy,Intermediate,6,64.2,81.0
T2744,Earth Excavation,Windy,Beginner,10,59.8,85.5
T2745,Material Loading,Sunny,Intermediate,8,35.3,49.1
T2746,Grading,Cloudy,Intermediate,8,38.4,44.7
T2747,Material Loading,Cloudy,Beginner,8,37.3,64.2
T2748,Earth Excavation,Windy,Beginner,3,59.5,81.1
T2749,Grading,Windy,Beginner,10,42.3,58.4
T2750,Material Loading,Cloudy,Beginner,6,29.5,45.2
T2751,Trenching,Sunny,Intermediate,7,48.8,63.0
T2752,Material Loading,Cloudy,Intermediate,9,28.4,37.5
T2753,Earth Excavation,Sunny,Intermediate,10,67.6,74.5
T2754,Trenching,Cloudy,Intermediate,10,55.2,67.8
